id,content,is_reference,timestamp
328277,"Информация о посещении удаленной лаборатории может служить в качестве получения общей статистике: в какое время студентам удобнее всего работать в удаленной лаборатории, какое количество студентов выполняют работу заранее, а какое непосредственно перед дедлайном, сколько в среднем времени занимает выполнение лабораторной работы, как часто студенты предпочитают взаимодействие с удаленной лаборатории посещению лаборатории в университете.",f,1733679681
328287,"Эти данные помогут сделать процесс обучения лучше и комфортнее, так как при получении этих сведений преподаватели смогут изменить дедлайны: на какие-то работы сократить дедлайн, а на какие-то увеличить, тогда большее количество студентов смогут успешно освоить новые знания и успеть ознакомиться с ними на практике.",f,1733679681
328292,Редактирование эксперимента,f,1733679681
328293,База данных,f,1733679681
328294,"Вся информация пользовательская информация хранится в базе данных, представляющей из себя упорядоченный набор структурированной информации.",f,1733679681
328154,"400 Bad Request – отправленные данные отличаются от ожидаемой модели данных или произошел запрос с параметрами, которых нет в базе данных;",f,1733679679
328168,"500 Internal Server Error – внутренняя ошибка на стороне сервера, произошло какое-то исключение;",f,1733679679
328172,"303 See Other – используется в том случае, если произошла попытка администратором добавить какую-либо информацию, которая уже есть на сервере;",f,1733679679
328179,"200 OK – используется в том случае, если запрос был успешно доставлен и обработан.",f,1733679679
328189,Описание интеграции интерфейса и серверного приложения,f,1733679679
328190,Для проксирования запросов на стороне сервера работает веб-сервер Nginx и веб-сервер WSGI.,f,1733679679
328193,"Проксированные запросы попадают на endpoint-ы, созданные при помощи Flask на Python.",f,1733679679
328198,Происходит парсинг данных и сравнение их с ожидаемой моделью данных.,f,1733679679
328202,"В случае успешного разбора запроса сервер выполняет действия в соответствии с логикой и обращается к базе данных, реализованной при помощи SQLite, после чего создает ответ.",f,1733679679
328209,"На стороне интерфейса проверяется код ответа и, в зависимости от этого, пользователю показывается нотификация с результатами работы.",f,1733679679
328214,Архитектура,f,1733679680
328215,Рисунок 1 Архитектура приложения,f,1733679680
328220,Описание интерфейса пользователя,f,1733679680
328221,"На Рисунке 2 изображен интерфейс генератора проектов, в котором пользователь вводит необходимые параметры и скачивает проект после нажатия на соответствующую кнопку.",f,1733679680
328227,Рисунок 2 Интерфейс со страницей генератора,f,1733679680
328228,На странице расположены следующие элементы:,f,1733679680
328233,Боковая панель навигации;,f,1733679680
328234,Переход на страницу генератора проектов;,f,1733679680
328239,Выпадающий список с выбором производителя платы;,f,1733679680
328240,Выпадающий список с выбором модели платы;,f,1733679680
328241,"Выпадающий список с множественным выбором компонентов, включаемых в проект;",f,1733679680
328242,Кнопка скачивания сгенерированного проекта.,f,1733679680
328246,Описание интерфейса администратора,f,1733679680
328247,Интерфейс администратора состоит из двухэтапной формы.,f,1733679680
328250,"На Рисунке 3 показан первый этап работы этой формы, на которой администратор выбирает действие, которое будет выполняться на втором шаге.",f,1733679680
328251,Рисунок 3 Первый этап панели администратора,f,1733679680
328254,Элементы интерфейса на первом шаге:,f,1733679680
328257,"Блок, в котором происходит весь процесс;",f,1733679680
328258,"Выпадающий список, в котором необходимо выбрать, что необходимо сделать;",f,1733679680
328260,"Кнопка «Далее», закрывающая первый шаг и открывающая следующий.",f,1733679680
328261,Возможности панели администратора:,f,1733679680
328262,Добавить производителя;,f,1733679680
328265,Добавить модель платы;,f,1733679680
328267,Добавить компонент;,f,1733679680
328268,Добавить новый файл.,f,1733679680
328269,На Рисунке 4 представлена одна из возможностей администратора: добавление файла нового проекта.,f,1733679680
328272,"Администратор выбирает из выпадающих списков производителя и модель платы, компоненты, которые необходимо добавить, и загружаемый файл.",f,1733679681
328274,Рисунок 4 Добавление файла проекта,f,1733679681
328275,Представленные элементы:,f,1733679681
328279,Выпадающий список с доступными производителями платы;,f,1733679681
328280,Выпадающий список с доступными моделями платы;,f,1733679681
328282,Выпадающий список с доступными компонентами платы;,f,1733679681
328284,Панель выбора файла на диске;,f,1733679681
328285,Кнопка «Добавить» инициирует запись данных на сервер.,f,1733679681
328288,"Кнопка заблокирована, пока не введено значение в поле «Название компонента».",f,1733679681
328290,После успеха или провала появляется нотификация с дополнительной информацией.,f,1733679681
328291,Перечень основных технических и научных результатов,f,1733679681
328295,"Реализован пользовательский интерфейс, отображаемая информация на котором получается с сервера;",f,1733679681
328298,"Реализовано интеграционное взаимодействие между сервером и интерфейсом для обмена данными, позволяющее менять серверную часть;",f,1733679681
328155,Сравнить характеристики разработанных процессоров между собой и с процессором без расширений.,f,1733679679
328157,2.2 Модулярная арифметика,f,1733679679
328159,"В основе этой работы лежит СОК – непозиционная система счисления, основанная на модулярной арифметике.",f,1733679679
328163,Начало модулярной арифметике дала китайская теорема об остатках [34].,f,1733679679
328166,Она звучит так:,f,1733679679
328169,"Если натуральные числа попарно взаимно просты, то для любых целых таких, что при всех , найдётся число , которое при делении на даёт остаток при всех .",f,1733679679
328177,"Более того, если найдутся два таких числа и , то .",f,1733679679
328182,"При этом единственность такого числа китайская теорема об остатках гарантирует только для целых неотрицательных чисел, входящих в отрезок .",f,1733679679
328192,"Таким образом, модулярная арифметика – это система арифметики, в которой число представляется в виде вектора, который состоит из остатков от деления этого числа на некоторое количество взаимно простых чисел, которые образуют базис СОК.",f,1733679679
328200,Запись числа в СОК выглядит так:,f,1733679679
328205,", где – остаток деления X на .",f,1733679679
328207,"Это означает, что произведение всех определяет количество чисел, которые можно записать, используя СОК с базисом .",f,1733679679
328217,Арифметические операции для СОК разделены на две группы.,f,1733679680
328225,"Модульные операции такие, как сложение, вычитание (только при наличии определителя знака), умножение и деление (только при условии, если известно, что числа поделятся нацело).",f,1733679680
328230,Операции происходят над каждым остатком числа в СОК по модулю.,f,1733679680
328232,"Это означает, что модульные операции в СОК выглядят таким образом:",f,1733679680
328235,"Соответственно, каждый остаток нового числа вычисляется независимо от других остатков, что позволяет ускорить вычисления, производимые над большими числами.",f,1733679680
328243,Вторая группы операций называется немодульными.,f,1733679680
328244,"Для их выполнения часто требуется знание величины числа, а не только его остатков.",f,1733679680
328248,"В этом заключается главный недостаток СОК – из-за того, что СОК является непозиционной системой счисления оценить величину числа по его записи невозможно без дополнительных действий, например, таких как перевод в смешанную систему счисления.",f,1733679680
328253,Одной из важнейших немодульных операций в СОК является обратное преобразование – восстановление числа по его остаткам.,f,1733679680
328256,"Существуют базовые методы обратного преобразования, основанные на китайской теореме об остатках и переводе в систему счисления со смешанными основаниями, а также методы, которые являются усовершенствованием базовых для определенных базисов.",f,1733679680
328264,Первый метод обратного преобразования является прямым следствием из доказательства китайской теоремы об остатках [34].,f,1733679680
328270,Формула для этого метода выглядит вот так:,f,1733679681
328273,"где , а величины являются модулярными инверсиями от по модулю , удовлетворяющие выражению .",f,1733679681
328276,"Необходимость нахождения остатка от деления по модулю делает этот метод достаточно трудоемким, поскольку размерность числа может составлять сотни бит.",f,1733679681
328278,Во втором методе используется система счисления со смешанными основаниями.,f,1733679681
328281,В таком случае число выражается так:,f,1733679681
328283,где – основания смешанной системы счисления.,f,1733679681
328286,"Основной сложностью данного метода является получение чисел , то есть непосредственно перевод остатков числа в разряды числа в смешанной системы счисления.",f,1733679681
328289,"При этом вектор из полученных чисел также, как и в СОК однозначно определяет число в диапазоне , что позволяет не применять дополнительные ограничения на алгоритм обратного преобразования.",f,1733679681
328296,Получение чисел сводится к выполнению алгоритма:,f,1733679681
328297,"где константы – константы, которые можно вычислить заранее по формуле:",f,1733679681
328300,Для полного преобразования потребуется операций вычитания и столько же умножений по модулю .,f,1733679681
328396,"Сигнал wd3 содержит в себе значение, которое будет записано по адресу регистра результата.",f,1733679682
329126,"",t,1733679694
328299,"Такой способ хранения информации является простым и удобным, ведь базы данных изначально предназначены для хранения больших наборов упорядоченной информации.",f,1733679681
328303,"Использование такой системы хранения данных позволяет множеству пользователей, у которых есть доступ к базе данных, безопасно и быстро получать доступ к данным, используя логику и язык запросов.",f,1733679681
328314,Взаимодействие с базами данных осуществляется с помощью системы управления базами данных (СУБД).,f,1733679681
328318,СУБД является интерфейсом между базой данных и пользователями или программами.,f,1733679681
328319,"С помощью СУБД имеется возможность контролировать и управлять данными, выполняя различные операции.",f,1733679682
328321,"В данной удаленной лаборатории база данных представляет собой набор из 32-х таблиц, которые связаны между собой различными отношениями.",f,1733679682
328324,"Основными таблицами БД являются таблицы Experiment, ExperimentCategory, User, Group, GroupPermission, Role, RolePermission, UserUsedExperiment, UserPermision, UserIsMemberOf, UserFile (рисунок 24).",f,1733679682
328330,Схема основной БД,f,1733679682
328332,"Также в удаленной лаборатории есть еще одна база данных, которая отвечает за хранение данных об экспериментах, которые доступны/зарезервированы в данный момент – таким образом, построена очередь.",f,1733679682
328338,"Основными таблицами данной БД являются: Reservation, CurrentReservations, CurrentResourceSlots, ActiveReservationSchedulerAssociation, ExperimentInstances. (рисунок 25)",f,1733679682
328344,Схема БД для распределения студентов,f,1733679682
328347,Опрос пользователей,f,1733679682
328348,В апреле 2020 года в учебной лаборатории систем автоматизированного проектирования были созданы стенды для удаленной работы с ПЛИС.,f,1733679682
328356,Поэтому перед созданием новой удаленной лаборатории был проведен опрос студентов для выявления слабых сторон созданной лаборатории для последующего улучшения в новой.,f,1733679682
328361,"Стенды представляли собой ПЛИС и камеры, которые были направлены на платы, взаимодействие с платами происходило через приложение AnyDesk, которое выполняло роль удаленного рабочего компьютера.",f,1733679682
328367,"В основном, с лабораторией во время пандемии работали студенты первого курса, которые отметили ненадежность лаборатории к стороннему вмешательству.",f,1733679682
328375,"Ключевыми проблемами были отмечены долгое ожидание в очереди и возможность удаленно сломать систему, например, выключить компьютер, к которому подключались платы, также студенты указали на плохую видимость плат в темное время суток, отсутствие четкой очереди подключения к стендам, отсутствие четких инструкций при работе с платами.",f,1733679682
328386,"Около 36% опрошенных положительно оценили работу с удаленной лабораторией (рисунок 26), а около 27% респондентов выразили желание продолжить работу и порекомендовать своим знакомым работать с оборудованием удаленно (рисунок 27).",f,1733679682
328394,Впечатления об использовании удаленной лаборатории,f,1733679682
328398,Статистика рекомендации удаленной лаборатории,f,1733679682
328401,В апреле 2021 года был проведен повторный опрос студентов для оценки их работы с новой удаленной лабораторией.,f,1733679682
328410,"Более 80% респондентов оставили положительные отзывы после работы с удаленной лабораторией (рисунок 28), и более 61% порекомендовали бы лабораторию своим знакомым (рисунок 29).",f,1733679683
328418,Впечатления об использовании удаленной лаборатории,f,1733679683
328421,Статистика рекомендации удаленной лаборатории,f,1733679683
328423,"Среди всех респондентов около 50% использовали удаленную лабораторию 1-2 раза в неделю и чаще, что говорит о заинтересованности студентов в продолжении работы с оборудованием онлайн (рисунок 30).",f,1733679683
328427,"Также более 80 % регулярно выполняли лабораторные работы с использованием удаленной лаборатории, а более 56% сдавали свои работы преподавателям онлайн (рисунок 31).",f,1733679683
328433,Частота использования лаборатории,f,1733679683
328436,Цели использования лаборатории,f,1733679683
328438,Главными преимуществами студенты отметили возможность работы из дома (более 93%) и работы в выходные/ночью (более 77%) (рисунок 32).,f,1733679683
328444,Преимущества работы с удаленной лабораторией,f,1733679683
328473,"Расширяемость – можно добавить новых производителей, модели плат и включаемые компоненты;",f,1733679683
328301,"Перечисленные выше результаты позволяют дорабатывать, изменять или полностью переписать серверное приложение с незначительными доработками интерфейса.",f,1733679681
328304,Примеры работы реализованного программного обеспечения,f,1733679681
328306,Пример работы генератора проектов,f,1733679681
328308,Ниже на Рисунке 5 приведен пример работы генерации проекта по введенным параметрам.,f,1733679681
328311,Рисунок 5 Пример работы генератора проектов,f,1733679681
328313,Пример работы панели администратора,f,1733679681
328315,Ниже на Рисунке 6 и Рисунке 7 приведен пример успешного добавления нового проекта через панель администратора.,f,1733679681
328320,Рисунок 6 Пример работы добавления нового проекта,f,1733679682
328325,Рисунок 7 Пример успешного добавления файла,f,1733679682
328328,Цикл 8 (01.12.2021 – 02.01.2022),f,1733679682
328331,Присоединиться к проекту,f,1733679682
328335,Создание заявки на выделение сервера,f,1733679682
328336,Связаться с разработчиком первой версии программы,f,1733679682
328341,Запустить на локальном компьютере первую версию программы,f,1733679682
328345,Подготовка к представлению проекта,f,1733679682
328350,Создание презентации,f,1733679682
328352,Создание видеоролика,f,1733679682
328353,Цикл 9 (03.01.2022 – 30.01.2022),f,1733679682
328354,Получить доступ к серверу;,f,1733679682
328355,Представление проекта;,f,1733679682
328359,Настройка локальной машины для разработки серверного приложения;,f,1733679682
328362,Начало разработки серверного приложения;,f,1733679682
328365,Цикл 10 (31.01.2022 – 27.02.2022),f,1733679682
328368,Проектирование базы данных;,f,1733679682
328372,Создание интерфейса пользователя;,f,1733679682
328374,Доработка серверного приложения для работы с базой дынных;,f,1733679682
328377,Цикл 11 (28.02.2022 – 27.03.2022),f,1733679682
328378,Подготовка к постерной сессии;,f,1733679682
328381,Создание постера;,f,1733679682
328383,Создание видеоролика;,f,1733679682
328384,Цикл 12 (28.03.2022 – 24.04.2022),f,1733679682
328385,Создание интерфейса администратора;,f,1733679682
328390,Доработка серверного приложения для работы администратора;,f,1733679682
328392,Постерная сессия;,f,1733679682
328395,Цикл 13 (25.04.2022 – 22.05.2022),f,1733679682
328397,Запуск приложения в цифровые сервисы МИЭМ;,f,1733679682
328400,Доработка приложения для работы администратора;,f,1733679682
328403,Доработка интерфейса администратора;,f,1733679682
328406,Доработка серверного приложения для работы администратора;,f,1733679682
328409,Подготовка к защите проекта;,f,1733679683
328413,Создание руководства пользователя;,f,1733679683
328414,Создание руководства разработчика;,f,1733679683
328415,Создание итогового отчета по проекту;,f,1733679683
328417,Цикл 14 (23.05.2022 – 19.06.2022),f,1733679683
328419,Защита проекта;,f,1733679683
328422,Исправление ошибок;,f,1733679683
328424,Новизна и преимущества проектных решений,f,1733679683
328428,Существующие решения,f,1733679683
328429,Существует генератор проектов от Terasic: System builder.,f,1733679683
328431,Недостатки:,f,1733679683
328434,Является иностранной разработкой из-за чего доступ к ресурсу может быть ограничен;,f,1733679683
328439,Для доступа к генератору нужна учетная запись на сайте Terasic;,f,1733679683
328440,Программа существует только для Windows.,f,1733679683
328442,Преимущества проектного решения,f,1733679683
328443,Является отечественной разработкой;,f,1733679683
328448,"Генератор находится в цифровых сервисах МИЭМ, доступ к которым происходит через учетную запись elk.",f,1733679683
328450,"Программа доступна на всех платформах, где есть браузер и доступ в сеть Интернет.",f,1733679683
328453,В рамках проектной работы было реализовано программное обеспечение для генерации проектов Quartus Prime.,f,1733679683
328459,"Для упрощения администрирования приложения был разработан интерфейс администратора, позволяющий быстро добавлять новые данные в базу данных.",f,1733679683
328463,Преимуществами реализованного программного обеспечения являются:,f,1733679683
328465,"Кроссплатформенность – так как результатом проекта является веб приложение, то воспользоваться им можно с любого устройства, имеющего доступ в интернет и поддерживаемый браузер;",f,1733679683
329128,"",t,1733679694
328302,Еще один метод преобразования чисел из СОК в позиционную систему счисления основан на одновременном использовании китайской теоремы об остатках и системой счислений со смешанными основаниями [35].,f,1733679681
328305,"Метод заключается в переводе числа из СОК в систему со смешанными основаниями, но отличается способом вычисления констант-множителей.",f,1733679681
328307,Константы вычисляются следующим образом:,f,1733679681
328309,"где – мультипликативные инверсии по модулю определяются также, как и в китайской теореме об остатках.",f,1733679681
328310,2.3 Обзор архитектуры RISC-V,f,1733679681
328312,3 Практическая часть,f,1733679681
328316,3.1 Реализация архитектуры RISC-V на Verilog,f,1733679681
328317,"Для реализации расширения для произведения вычислений в системе остаточных классов сначала следовало реализовать архитектуру RISC-V. Главная особенность архитектуры RISC-V от других архитектур (MIPS, ARM) заключается в ее системе команд.",f,1733679681
328322,"face-alignment
		[Электронный ресурс]. – Режим доступа:
		https://github.com/1adrianb/face-alignment
		(Дата обращения: 18.07.2022 г.).",t,1733679682
328323,"Но основные блоки в упрощенных версиях этих архитектур остались неизменными, это, соответственно, счетчик команд, память инструкций, память данных, регистровый файл, АЛУ, и управляющий модуль.",f,1733679682
328326,https://github.com/1adrianb/face-alignment,t,1733679682
328327,Реализацию архитектуры лучше начать с первого модуля в тракте данных – памяти инструкций.,f,1733679682
328329,"Zhang
		S. et al. S3FD:
		Single Shot Scale-invariant Face Detector:
		https://doi.org/10.48550/arXiv.1708.05237. arXiv, 2017.",t,1733679682
328333,На рисунке 7 можно увидеть схематическое представление модуля памяти инструкций.,f,1733679682
328334,3,t,1733679682
328337,Рисунок 7 - RTL-представление памяти инструкций,f,1733679682
328339,Этот модуль представляет собой дешифратор поступающей на вход 32-битной инструкции.,f,1733679682
328340,"Bazarevsky
		V. et al. BlazeFace: Sub-millisecond Neural Face Detection on
		Mobile GPUs: https://doi.org/10.48550/arXiv.1907.05047. arXiv,
		2019.",t,1733679682
328342,"Dlib
		[Электронный ресурс]. – Режим доступа:
		http://dlib.net/imaging.html#get_frontal_face_detector
		(Дата обращения: 18.07.2022 г.).",t,1733679682
328343,Выходящим сигналам соответствуют определенные группы бит этой инструкции.,f,1733679682
328346,http://dlib.net/imaging.html#get_frontal_face_detector,t,1733679682
328349,"В системе команд RISC-V есть три группы битов в инструкции, которые вместе определяют тип команды, которая будет выполнена; это сигнала cmdF3, cmdF7 и cmdOp.",f,1733679682
328351,"Qi
		D. et al. YOLO5Face: Why Reinventing a Face Detector:
		https://doi.org/10.48550/arXiv.2105.12931. arXiv, 2022.",t,1733679682
328357,"Zhu
		Y. et al. TinaFace: Strong but Simple Baseline for Face Detection:
		https://doi.org/10.48550/arXiv.2011.13183. arXiv, 2021.",t,1733679682
328358,"Сигналы ImmU, ImmB и ImmI служат для операций с беззнаковыми константами, ветвления и для операций со знаковыми константами соответственно.",f,1733679682
328360,"Сигналы rs1, rs2, rd содержат в себе адреса регистров первого, второго операнда и результата.",f,1733679682
328363,"Vedadet
		TinaFace [Электронный ресурс]. – Режим
		доступа:
		https://github.com/Media-Smart/vedadet/tree/main/configs/trainval/tinaface
		(Дата обращения: 18.07.2022 г.)",t,1733679682
328364,Следующим модулем на пути тракта данных является регистровый файл.,f,1733679682
328366,https://github.com/Media-Smart/vedadet/tree/main/configs/trainval/tinaface,t,1733679682
328369,"YOLOv5-face
		[Электронный ресурс]. – Режим доступа:
		https://github.com/deepcam-cn/yolov5-face
		(Дата обращения: 18.07.2022 г.).",t,1733679682
328370,Его схематическое представление представлено на рисунке 8.,f,1733679682
328371,https://github.com/deepcam-cn/yolov5-face,t,1733679682
328373,Рисунок 8 - RTL-представление регистрового файла,f,1733679682
328376,Этот модуль содержит в себе 32 регистра по 32 бита каждый.,f,1733679682
328379,"Yang
		S. et al. WIDER FACE: A Face Detection Benchmark:
		https://doi.org/10.48550/arXiv.1511.06523. arXiv, 2015.",t,1733679682
328380,"Выходящим сигналам присваивается значение, лежащее по адресу соответствующих входных сигналов.",f,1733679682
328382,"На сигнал a0 подается значение, которое в данный момент выбрано на ПЛИС с помощью switch-переключателей.",f,1733679682
328387,"Scikit-image
		[Электронный ресурс]. – Режим доступа:
		https://scikit-image.org/
		(Дата обращения: 25.07.2022 г.).",t,1733679682
328388,Выход rd0 подает сигнал на семисегментный индикатор на ПЛИС.,f,1733679682
328389,"Сигналы a1, a2 содержат в себе адресы регистров-операндов, соответствующие им выходные сигналы rd1 и rd2 подаются на АЛУ.",f,1733679682
328391,https://scikit-image.org/,t,1733679682
328393,Сигнал a3 содержит в себе адрес регистра-результата.,f,1733679682
328399,"Bulat
		A., Tzimiropoulos G. How far are we from solving the 2D & 3D
		Face Alignment problem? (and a dataset of 230,000 3D facial
		landmarks) // 2017 IEEE International Conference on Computer Vision
		(ICCV). 2017. P. 1021–1030.",t,1733679682
328407,"Newell
		A., Yang K., Deng J. Stacked Hourglass Networks for Human Pose
		Estimation // Computer Vision – ECCV 2016 / ed. Leibe B. et al.
		Cham: Springer International Publishing, 2016. P. 483–499.",t,1733679683
328412,"Bulat
		A., Tzimiropoulos G. Binarized Convolutional Landmark Localizers
		for Human Pose Estimation and Face Alignment with Limited Resources
		// 2017 IEEE International Conference on Computer Vision (ICCV).
		2017. P. 3726–3734.",t,1733679683
328416,"He
		K. et al. Identity Mappings in Deep Residual Networks:
		https://doi.org/10.48550/arXiv.1603.05027. arXiv, 2016.",t,1733679683
328420,"YOLOv5
		[Электронный ресурс]. – Режим доступа:
		https://github.com/ultralytics/yolov5
		(Дата обращения: 18.07.2022 г.).",t,1733679683
328425,https://github.com/ultralytics/yolov5,t,1733679683
328432,"He
		K. et al. Spatial Pyramid Pooling in Deep Convolutional Networks
		for Visual Recognition // IEEE Trans. Pattern Anal. Mach. Intell.
		2015. Vol. 37, № 9. P. 1904–1916.",t,1733679683
328437,"Liu
		S. et al. Path Aggregation Network for Instance Segmentation:
		https://doi.org/10.48550/arXiv.1803.01534. arXiv, 2018.",t,1733679683
328445,"Wang
		R.J., Li X., Ling C.X. Pelee: A Real-Time Object Detection System
		on Mobile Devices // Advances in Neural Information Processing
		Systems. Curran Associates, Inc., 2018. Vol. 31.",t,1733679683
328451,"Elfwing
		S., Uchibe E., Doya K. Sigmoid-Weighted Linear Units for Neural
		Network Function Approximation in Reinforcement Learning:
		https://doi.org/10.48550/arXiv.1702.03118. arXiv, 2017.",t,1733679683
328455,"Huang
		G. et al. Densely Connected Convolutional Networks:
		https://doi.org/10.48550/arXiv.1608.06993. arXiv, 2018.",t,1733679683
328460,"Vedadet
		[Электронный ресурс]. – Режим доступа:
		https://github.com/Media-Smart/vedadet
		(Дата обращения: 25.07.2022 г.).",t,1733679683
328462,https://github.com/Media-Smart/vedadet,t,1733679683
328468,"He
		K. et al. Deep Residual Learning for Image Recognition:
		https://doi.org/10.48550/arXiv.1512.03385. arXiv, 2015.",t,1733679683
328472,"Lin
		T.-Y. et al. Feature Pyramid Networks for Object Detection:
		https://doi.org/10.48550/arXiv.1612.03144. arXiv, 2017.",t,1733679683
328477,"Lin
		T.-Y. et al. Focal Loss for Dense Object Detection:
		https://doi.org/10.48550/arXiv.1708.02002. arXiv, 2018.",t,1733679683
328479,"WIDER
		FACE: A Face Detection Benchmark [Электронный ресурс].
		– Режим доступа: http://shuoyang1213.me/WIDERFACE/
		(Дата обращения: 24.07.2022 г.).",t,1733679684
328482,http://shuoyang1213.me/WIDERFACE/,t,1733679684
328488,"Everingham
		M. et al. The Pascal Visual Object Classes (VOC) Challenge // Int J
		Comput Vis. 2010. Vol. 88, № 2. P. 303–338.",t,1733679684
328492,"Python-wider_eval
		[Электронный ресурс]. – Режим доступа:
		https://github.com/xiyinmsu/python-wider_eval
		(Дата обращения: 24.07.2022 г.).",t,1733679684
328494,https://github.com/xiyinmsu/python-wider_eval,t,1733679684
328497,"Ioffe
		S., Szegedy C. Batch Normalization: Accelerating Deep Network
		Training by Reducing Internal Covariate Shift. 2015.",t,1733679684
328499,"Wu
		Y., He K. Group Normalization // Computer Vision – ECCV 2018 /
		ed. Ferrari V. et al. Cham: Springer International Publishing,
		2018. P. 3–19.",t,1733679684
328502,"Dai
		J. et al. Deformable Convolutional Networks // 2017 IEEE
		International Conference on Computer Vision (ICCV). Venice: IEEE,
		2017. P. 764–773.",t,1733679684
328504,"Jain
		V., Learned-Miller E. FDDB: A Benchmark for Face Detection in
		Unconstrained Settings. 2010. P. 11.",t,1733679684
328506,"Face
		Detection Dataset and Benchmark (FDDB) [Электронный
		ресурс]. – Режим доступа:
		http://vis-www.cs.umass.edu/fddb/index.html
		(Дата обращения: 18.07.2022 г.).",t,1733679684
328509,http://vis-www.cs.umass.edu/fddb/index.html,t,1733679684
328512,"Zhu
		X., Ramanan D. Face detection, pose estimation, and landmark
		localization in the wild // 2012 IEEE Conference on Computer Vision
		and Pattern Recognition. 2012. P. 2879–2886.",t,1733679684
328514,"Annotated
		Faces in the Wild (AFW) [Электронный ресурс]. –
		Режим доступа:
		https://docs.activeloop.ai/datasets/afw-dataset
		(Дата обращения: 18.07.2022 г.).",t,1733679684
328516,https://docs.activeloop.ai/datasets/afw-dataset,t,1733679684
328519,"Hub
		[Электронный ресурс]. – Режим доступа:
		https://github.com/activeloopai/Hub
		(Дата обращения: 18.07.2022 г.).",t,1733679684
328521,https://github.com/activeloopai/Hub,t,1733679684
328523,"Huang
		G.B. et al. Labeled Faces in the Wild: A Database for Studying Face
		Recognition in Unconstrained Environments. 2007. P. 11.",t,1733679684
328526,"Labeled
		Faces in the Wild (LFW) Dataset [Электронный ресурс].
		– Режим доступа:
		https://www.kaggle.com/datasets/jessicali9530/lfw-dataset
		(Дата обращения: 18.07.2022 г.).",t,1733679684
328530,https://www.kaggle.com/datasets/jessicali9530/lfw-dataset,t,1733679684
328533,"Labeled
		Faces in the Wild (LFW) [Электронный ресурс]. –
		Режим доступа: http://vis-www.cs.umass.edu/lfw/
		(Дата обращения: 18.07.2022 г.).",t,1733679684
328535,http://vis-www.cs.umass.edu/lfw/,t,1733679685
328540,"Bansal
		A. et al. UMDFaces: An Annotated Face Dataset for Training Deep
		Networks: https://doi.org/10.48550/arXiv.1611.01484. arXiv, 2017.",t,1733679685
328541,"UMDFaces
		[Электронный ресурс]. – Режим доступа:
		http://umdfaces.io/
		(Дата обращения: 18.07.2022 г.).",t,1733679685
328544,http://umdfaces.io/,t,1733679685
328547,"",t,1733679685
328548,"",t,1733679685
328550,Обзор и сравнение современных моделей детекции лиц,f,1733679685
328551,"Степченко Александр HSE University Москва, Россия asstepchenko@edu.hse.ru",f,1733679685
328552,"Romanov HSE University Москва, Россия a.romanov@hse.ru",f,1733679685
328554,"R.A. Solovyev Institute for Design Problems in Microelectronics of Russian Academy of Sciences Moscow, Russia roman.solovyev.zf@gmail.com",f,1733679685
328555,Abstract—В данной работе представлен обзор популярных моделей детекции лиц.,f,1733679685
329129,"",t,1733679694
329131,"",t,1733679694
328402,Сигнал we3 – разрешающий сигнал на запись в регистр.,f,1733679682
328404,Следующий функциональный блок – АЛУ.,f,1733679682
328405,Схематическое представление АЛУ представлено на рисунке 9.,f,1733679682
328408,Рисунок 9 - RTL-представление АЛУ,f,1733679683
328411,"Разработанное арифметическое-логическое устройство может выполнять следующие операции: сложение двух значений в регистрах (add), сложение значение в регистре с константой (addi), вычитание значений в регистрах (sub), логический сдвиг вправо на значение в регистре (srl) и на константу (srli), логический сдвиг влево на константу (slli), операция логического ИЛИ над значениями в двух регистрах (or) и операция, которая присваивает регистру определенное значение, если значение одного регистра меньше (sltu).",f,1733679683
